SQRP SY2019 Individual Indicator Scores (Based on 2017-2018 Data),,,,,,NWEA MAP Growth Indicators - All Students,,,,,,,,,,,,NWEA MAP Growth Indicators - Priority Groups,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWEA MAP Attainment Indicators,,,,,,,,,,,,,,,,Other Indicators,,,,,,,,,
School ID,School Name,Network ,SQRP Total Points Earned,SY 2018-2019 SQRP Rating,SY 2018-2019 Accountability Status,National School Growth Percentile - Reading,,,,National School Growth Percentile - Math,,,,Percent of Students Meeting/Exceeding National Average Growth Norms,,,,African-American Growth Percentile - Reading,,,,Hispanic Growth Percentile - Reading,,,,English Learner Growth Percentile - Reading,,,,Diverse Learner Growth Percentile - Reading,,,,African-American Growth Percentile - Math,,,,Hispanic Growth Percentile - Math,,,,English Learner Growth Percentile - Math,,,,Diverse Learner Growth Percentile - Math,,,,National School Attainment %ile - Reading (Grades 3-8),,,,National School Attainment %ile - Math (Grades 3-8),,,,National School Attainment %ile - Reading (Grade 2),,,,National School Attainment %ile - Math (Grade 2),,,,Average Daily Attendance Rate (Grades K-8),,,"My Voice, My School 5 Essentials Survey",,,Data Quality Index Score,,,
,,,,,,Score,Part. Rate,Points,Weight,Score,Part. Rate,Points,Weight,Score,Part. Rate,Points,Weight,Score,Part. Rate,Points,Weight,Score,Part. Rate,Points,Weight,Score,Part. Rate,Points,Weight,Score,Part. Rate,Points,Weight,Score,Part. Rate,Points,Weight,Score,Part. Rate,Points,Weight,Score,Part. Rate,Points,Weight,Score,Part. Rate,Points,Weight,Score,Part. Rate,Points,Weight,Score,Part. Rate,Points,Weight,Score,Part. Rate,Points,Weight,Score,Part. Rate,Points,Weight,Score ,Points,Weight,Score ,Points,Weight,Score ,Points,Weight,
610065,TILL,Network 9,4.4,Level 1+,Good Standing,92,100,5,17.5,99,98,5,17.5,64.1,99,4,10,92,100,5,1.25,,,,,,,,,32,100,3,1.25,99,98,5,1.25,,,,,,,,,99,100,5,1.25,48,100,3,5,68,98,3,5,17,100,2,2.5,51,100,3,2.5,95.4,4,20,Well Organized,5,10,100,5,5,
610066,MCDADE,Network 12,3.5,Level 1+,Good Standing,42,100,3,18.75,27,100,2,18.75,58.4,100,3,10,38,100,3,1.25,,,,,,,,,,,,,23,100,2,1.25,,,,,,,,,,,,,99,100,5,5,99,100,5,5,99,100,5,2.5,99,100,5,2.5,96.8,5,20,Partially Organized,2,10,100,5,5,
610067,MCKAY,Network 10,3.8,Level 1,Good Standing,58,100,3,16.25,70,100,4,16.25,54.1,100,3,10,56,100,4,1.25,70,100,5,1.25,,,,,21,100,2,1.25,70,100,5,1.25,70,100,5,1.25,,,,,88,100,5,1.25,20,100,2,5,17,100,2,5,6,99,1,2.5,2,99,1,2.5,97.5,5,20,Well Organized,5,10,99.4,5,5,
610068,HANSON PARK,Network 3,3.9,Level 1,Good Standing,68,99,3,16.25,78,99,4,16.25,60.5,99,4,10,,,,,68,99,4,1.25,90,99,5,1.25,52,99,4,1.25,,,,,78,99,5,1.25,93,99,5,1.25,50,99,4,1.25,62,99,3,5,76,99,4,5,37,96,2,2.5,36,96,2,2.5,96.6,5,20,Moderately Organized,3,10,99.7,5,5,
610070,MCPHERSON,Network 2,3.8,Level 1,Good Standing,64,100,3,17.5,63,100,3,17.5,60.1,100,4,10,,,,,56,100,4,1.25,,,,,52,100,4,1.25,,,,,66,100,4,1.25,,,,,5,100,1,1.25,54,100,3,5,48,100,3,5,34,100,2,2.5,64,100,3,2.5,96,5,20,Well Organized,5,10,100,5,5,
610073,MITCHELL,Network 5,3.7,Level 1,Good Standing,36,100,2,17.5,48,100,3,17.5,56.6,100,3,10,40,100,3,1.25,22,100,2,1.25,,,,,,,,,58,100,4,1.25,45,100,3,1.25,,,,,,,,,86,100,4,5,80,100,4,5,92,100,5,2.5,69,100,3,2.5,96.3,5,20,Well Organized,5,10,99.9,5,5,
610074,MONROE,Network 4,3.3,Level 2+,Good Standing,66,100,3,16.25,31,100,2,16.25,51.5,100,3,10,,,,,64,100,4,1.25,87,100,5,1.25,52,100,4,1.25,,,,,34,100,3,1.25,24,100,2,1.25,1,100,1,1.25,52,100,3,5,39,100,2,5,35,100,2,2.5,9,100,1,2.5,96.3,5,20,Organized,4,10,100,5,5,
610076,MOOS,ISP,4.3,Level 1+,Good Standing,71,100,4,17.5,82,100,4,17.5,64.9,100,4,10,89,100,5,1.25,71,100,5,1.25,,,,,,,,,91,100,5,1.25,80,100,5,1.25,,,,,,,,,61,100,3,5,69,100,3,5,59,100,3,2.5,64,100,3,2.5,96.3,5,20,Well Organized,5,10,99.9,5,5,
610077,MORRILL,Network 10,2.1,Level 2,Intensive Support,38,100,2,15,15,100,2,15,42.3,100,2,10,14,100,2,1.25,58,100,4,1.25,40,100,3,1.25,91,100,5,1.25,2,100,1,1.25,37,100,3,1.25,31,100,3,1.25,3,100,1,1.25,31,100,2,5,18,100,2,5,12,98,2,2.5,8,98,1,2.5,93,2,20,Not Yet Organized,1,10,99.6,5,5,
610078,INTER-AMERICAN,Network 4,4.4,Level 1+,Good Standing,83,100,4,17.5,94,100,5,17.5,71.3,100,5,10,,,,,85,100,5,1.25,70,100,5,1.25,,,,,,,,,94,100,5,1.25,88,100,5,1.25,,,,,80,100,4,5,75,100,4,5,58,100,3,2.5,27,100,2,2.5,96.2,5,20,Moderately Organized,3,10,99.7,5,5,
610081,SHERIDAN,ISP,4.7,Level 1+,Good Standing,86,100,4,17.5,94,100,5,17.5,74,100,5,10,79,100,5,1.25,78,100,5,1.25,,,,,,,,,81,100,5,1.25,77,100,5,1.25,,,,,,,,,95,100,5,5,96,100,5,5,93,100,5,2.5,93,100,5,2.5,97,5,20,Organized,4,10,100,5,5,
610082,MOUNT GREENWOOD,ISP,4.6,Level 1+,Good Standing,79,100,4,17.5,87,100,4,17.5,68.6,100,4,10,,,,,89,100,5,1.25,,,,,97,100,5,1.25,,,,,88,100,5,1.25,,,,,97,100,5,1.25,98,100,5,5,98,100,5,5,98,100,5,2.5,97,100,5,2.5,96.3,5,20,Well Organized,5,10,99.9,5,5,
610083,BEARD,Network 1,,Inability to Rate,Good Standing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.5,3,,Well Organized,5,,100,5,,
610084,KELLER,Network 10,4.6,Level 1+,Good Standing,78,100,4,18.75,85,100,4,18.75,73.9,100,5,10,82,100,5,1.25,,,,,,,,,,,,,84,100,5,1.25,,,,,,,,,,,,,99,100,5,5,99,100,5,5,99,100,5,2.5,99,100,5,2.5,97.4,5,20,Well Organized,5,10,99.9,5,5,
610086,MOUNT VERNON,Network 13,3.1,Level 2+,Good Standing,50,99,3,17.5,57,99,3,17.5,50.9,99,3,10,50,99,4,1.25,,,,,,,,,90,99,5,1.25,57,99,4,1.25,,,,,,,,,18,99,2,1.25,23,99,2,5,25,99,2,5,16,100,2,2.5,16,100,2,2.5,94.8,3,20,Organized,4,10,99.8,5,5,
610087,BLAIR,Network 10,,Inability to Rate,Good Standing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.2,1,,Well Organized,5,,99.5,5,,
610088,MOZART,Network 4,3.5,Level 1,Good Standing,70,100,4,16.25,47,100,3,16.25,55.1,100,3,10,,,,,71,100,5,1.25,86,100,5,1.25,94,100,5,1.25,,,,,47,100,3,1.25,48,100,3,1.25,97,100,5,1.25,50,100,3,5,33,100,2,5,41,95,3,2.5,25,95,2,2.5,95.8,4,20,Moderately Organized,3,10,99,5,5,
610089,MURPHY,Network 1,3.2,Level 2+,Good Standing,40,100,3,16.25,32,100,2,16.25,50.3,100,3,10,,,,,34,100,3,1.25,6,100,1,1.25,42,100,3,1.25,,,,,30,100,3,1.25,17,100,2,1.25,12,100,2,1.25,65,100,3,5,48,100,3,5,89,100,4,2.5,69,100,3,2.5,95.9,4,20,Organized,4,10,99.8,5,5,
610090,MURRAY,Network 9,3.4,Level 2+,Good Standing,68,100,3,17.5,68,100,3,17.5,59.2,100,3,10,68,100,4,1.25,,,,,,,,,10,100,2,1.25,66,100,4,1.25,,,,,,,,,8,100,1,1.25,74,100,4,5,58,100,3,5,55,100,3,2.5,49,100,3,2.5,96.1,5,20,Partially Organized,2,10,99.7,5,5,
610091,BROWN R,Network 13,3.1,Level 2+,Good Standing,32,100,2,18.75,13,100,2,18.75,44.2,100,2,10,32,100,3,1.25,,,,,,,,,,,,,13,100,2,1.25,,,,,,,,,,,,,48,100,3,5,31,100,2,5,10,98,2,2.5,11,98,2,2.5,96,5,20,Well Organized,5,10,99.2,5,5,
610092,NASH,Network 3,3.6,Level 1,Good Standing,60,100,3,18.75,86,100,4,18.75,59.3,100,3,10,56,100,4,1.25,,,,,,,,,,,,,87,100,5,1.25,,,,,,,,,,,,,45,100,3,5,55,100,3,5,10,97,2,2.5,1,97,1,2.5,95.5,4,20,Well Organized,5,10,97.9,4,5,
610093,NEIL,Network 12,2.8,Level 2,Provisional Support,88,100,4,17.5,37,100,2,17.5,53.2,100,3,10,86,100,5,1.25,,,,,,,,,78,100,5,1.25,35,100,3,1.25,,,,,,,,,31,100,3,1.25,24,100,2,5,6,100,1,5,15,100,2,2.5,19,100,2,2.5,92.7,2,20,Moderately Organized,3,10,99.9,5,5,
610094,NETTELHORST,Network 4,3.5,Level 1,Good Standing,58,100,3,16.25,63,100,3,16.25,58.4,100,3,10,12,100,2,1.25,60,100,4,1.25,,,,,29,100,2,1.25,24,100,2,1.25,48,100,3,1.25,,,,,43,100,3,1.25,90,100,5,5,78,100,4,5,80,100,4,2.5,58,100,3,2.5,95.2,4,20,Moderately Organized,3,10,99.3,5,5,
610095,NEWBERRY,Network 4,3.7,Level 1,Good Standing,48,100,3,16.25,57,100,3,16.25,55.4,100,3,10,29,100,2,1.25,71,100,5,1.25,,,,,52,100,4,1.25,43,100,3,1.25,47,100,3,1.25,,,,,18,100,2,1.25,86,100,4,5,77,100,4,5,75,100,4,2.5,75,100,4,2.5,95.7,4,20,Well Organized,5,10,100,5,5,
610096,NIGHTINGALE,Network 8,3.5,Level 1,Good Standing,62,100,3,16.25,47,100,3,16.25,55.2,100,3,10,,,,,62,100,4,1.25,36,100,3,1.25,27,100,2,1.25,,,,,45,100,3,1.25,43,100,3,1.25,72,100,5,1.25,63,100,3,5,61,100,3,5,49,95,3,2.5,67,95,3,2.5,95.9,4,20,Well Organized,5,10,99.7,5,5,
610097,NIXON,Network 4,3.3,Level 2+,Good Standing,58,100,3,16.25,45,100,3,16.25,50.6,100,3,10,,,,,58,100,4,1.25,58,100,4,1.25,9,100,1,1.25,,,,,47,100,3,1.25,45,100,3,1.25,1,100,1,1.25,22,100,2,5,24,100,2,5,11,96,2,2.5,6,100,1,2.5,95.7,4,20,Well Organized,5,10,99.9,5,5,
610098,NOBEL,ISP,4,Level 1+,Good Standing,87,100,4,15,83,100,4,15,63.8,100,4,10,60,100,4,1.25,90,100,5,1.25,94,100,5,1.25,21,100,2,1.25,61,100,4,1.25,86,100,5,1.25,80,100,5,1.25,68,100,4,1.25,57,100,3,5,56,100,3,5,20,100,2,2.5,21,100,2,2.5,95.2,4,20,Well Organized,5,10,99.6,5,5,
610099,NORWOOD PARK,Network 1,4.3,Level 1+,Good Standing,46,100,3,18.75,75,100,4,18.75,60,100,4,10,,,,,60,100,4,1.25,,,,,,,,,,,,,82,100,5,1.25,,,,,,,,,92,100,5,5,95,100,5,5,98,100,5,2.5,97,100,5,2.5,96,5,20,Well Organized,5,10,99.9,5,5,
610100,WEST PARK,Network 5,2.6,Level 2,Intensive Support,60,100,3,16.25,32,100,2,16.25,51,100,3,10,14,100,2,1.25,82,100,5,1.25,98,100,5,1.25,,,,,13,100,2,1.25,45,100,3,1.25,55,100,4,1.25,,,,,32,100,2,5,17,100,2,5,4,100,1,2.5,4,100,1,2.5,94.3,3,20,Not Yet Organized,1,10,99.7,5,5,
610102,OGLESBY,Network 11,2,Level 2,Intensive Support,34,99,2,17.5,24,99,2,17.5,43.6,99,2,10,34,99,3,1.25,,,,,,,,,5,99,1,1.25,24,99,2,1.25,,,,,,,,,24,100,2,1.25,14,99,2,5,5,99,1,5,1,100,1,2.5,1,100,1,2.5,92.9,2,20,Not Yet Organized,1,10,99.1,5,5,
610103,OKEEFFE,AUSL,2.8,Level 2,Intensive Support,52,100,3,17.5,30,100,2,17.5,48.5,100,2,10,52,100,4,1.25,,,,,,,,,10,100,2,1.25,30,100,3,1.25,,,,,,,,,2,100,1,1.25,32,100,2,5,22,100,2,5,4,100,1,2.5,10,99,2,2.5,95.5,4,20,Moderately Organized,3,10,99.7,5,5,
610104,ONAHAN,Network 1,3.7,Level 1,Good Standing,56,100,3,17.5,65,100,3,17.5,58.7,100,3,10,,,,,25,100,2,1.25,,,,,54,100,4,1.25,,,,,48,100,3,1.25,,,,,50,100,4,1.25,84,100,4,5,86,100,4,5,75,100,4,2.5,75,100,4,2.5,95.2,4,20,Well Organized,5,10,99.8,5,5,
610105,ORIOLE PARK,Network 1,4.1,Level 1+,Good Standing,50,100,3,17.5,88,100,4,17.5,63.5,100,4,10,,,,,70,100,5,1.25,,,,,56,100,4,1.25,,,,,84,100,5,1.25,,,,,25,100,2,1.25,94,100,5,5,95,100,5,5,74,100,4,2.5,63,100,3,2.5,95.8,4,20,Well Organized,5,10,99.9,5,5,
610106,PICCOLO,AUSL,3.9,Level 1,Good Standing,62,100,3,16.25,81,100,4,16.25,57.6,100,3,10,64,100,4,1.25,48,100,3,1.25,,,,,56,100,4,1.25,75,100,5,1.25,91,100,5,1.25,,,,,99,100,5,1.25,36,100,2,5,58,100,3,5,12,100,2,2.5,11,100,2,2.5,96.5,5,20,Well Organized,5,10,99.6,5,5,
610107,OTIS,Network 6,2.8,Level 2,Provisional Support,73,100,4,17.5,37,100,2,17.5,52.4,100,3,10,58,100,4,1.25,70,100,5,1.25,,,,,,,,,25,100,2,1.25,43,100,3,1.25,,,,,,,,,51,100,3,5,32,100,2,5,25,100,2,2.5,10,96,2,2.5,93.7,2,20,Moderately Organized,3,10,99.4,5,5,
610108,OTOOLE,Network 11,3.3,Level 2+,Good Standing,42,100,3,17.5,34,100,2,17.5,46.1,100,2,10,42,100,3,1.25,,,,,,,,,9,100,1,1.25,34,100,3,1.25,,,,,,,,,34,100,3,1.25,22,100,2,5,19,100,2,5,23,100,2,2.5,31,100,2,2.5,96,5,20,Well Organized,5,10,99.2,5,5,
610109,OWEN,Network 10,3.7,Level 1,Good Standing,62,100,3,18.75,37,100,2,18.75,55.3,100,3,10,60,100,4,1.25,,,,,,,,,,,,,39,100,3,1.25,,,,,,,,,,,,,78,100,4,5,47,100,3,5,93,100,5,2.5,80,100,4,2.5,96.8,5,20,Well Organized,5,10,100,5,5,
610110,WELLS ES,Network 9,3.2,Level 2+,Good Standing,58,100,3,18.75,63,100,3,18.75,51.9,100,3,10,58,100,4,1.25,,,,,,,,,,,,,63,100,4,1.25,,,,,,,,,,,,,54,100,3,5,37,100,2,5,19,100,2,2.5,9,100,1,2.5,94.2,3,20,Well Organized,5,10,98.5,4,5,
610111,PALMER,Network 1,4.1,Level 1+,Good Standing,66,100,3,16.25,94,100,5,16.25,67.3,100,4,10,,,,,64,100,4,1.25,95,100,5,1.25,92,100,5,1.25,,,,,88,100,5,1.25,92,100,5,1.25,99,100,5,1.25,81,100,4,5,86,100,4,5,84,100,4,2.5,67,100,3,2.5,95.4,4,20,Organized,4,10,99.5,5,5,
610112,PARKER,Network 11,2.9,Level 2,Provisional Support,19,98,2,18.75,55,98,3,18.75,47,98,2,10,21,98,2,1.25,,,,,,,,,,,,,57,98,4,1.25,,,,,,,,,,,,,30,98,2,5,36,98,2,5,12,100,2,2.5,11,100,2,2.5,94.9,3,20,Well Organized,5,10,99.1,5,5,
610115,PARK MANOR,Network 12,4.1,Level 1+,Good Standing,78,100,4,18.75,73,100,4,18.75,57.1,100,3,10,79,100,5,1.25,,,,,,,,,,,,,73,100,5,1.25,,,,,,,,,,,,,46,100,3,5,38,100,2,5,69,100,3,2.5,36,100,2,2.5,96.4,5,20,Well Organized,5,10,99.5,5,5,
610116,PARKSIDE,Network 12,4.7,Level 1+,Good Standing,97,98,5,18.75,99,98,5,18.75,70.2,98,5,10,97,98,5,1.25,,,,,,,,,,,,,99,98,5,1.25,,,,,,,,,,,,,72,98,4,5,79,98,4,5,82,100,4,2.5,82,95,4,2.5,95.2,4,20,Well Organized,5,10,99.4,5,5,
610117,PASTEUR,ISP,4,Level 1+,Good Standing,81,100,4,17.5,82,100,4,17.5,67.6,100,4,10,,,,,85,100,5,1.25,91,100,5,1.25,,,,,,,,,83,100,5,1.25,92,100,5,1.25,,,,,57,100,3,5,71,100,4,5,45,100,3,2.5,73,100,4,2.5,95.2,4,20,Organized,4,10,99.8,5,5,
610120,PECK,ISP,4.2,Level 1+,Good Standing,85,100,4,17.5,98,100,5,17.5,68.6,100,4,10,,,,,85,100,5,1.25,83,100,5,1.25,,,,,,,,,99,100,5,1.25,95,100,5,1.25,,,,,65,100,3,5,69,100,3,5,62,100,3,2.5,40,100,3,2.5,95.9,4,20,Well Organized,5,10,100,5,5,
610121,IRVING,Network 6,2.3,Level 2,Provisional Support,21,100,2,16.25,6,100,1,16.25,37.4,100,1,10,21,100,2,1.25,12,100,2,1.25,,,,,17,100,2,1.25,9,100,1,1.25,1,100,1,1.25,,,,,2,100,1,1.25,39,100,2,5,22,100,2,5,25,100,2,2.5,23,100,2,2.5,95.1,4,20,Partially Organized,2,10,99.5,5,5,
610122,PEIRCE,Network 2,4.1,Level 1+,Good Standing,71,100,4,15,69,100,3,15,61.7,100,4,10,29,100,2,1.25,81,100,5,1.25,46,100,3,1.25,75,100,5,1.25,66,100,4,1.25,58,100,4,1.25,50,100,4,1.25,65,100,4,1.25,82,100,4,5,73,100,4,5,80,100,4,2.5,52,100,3,2.5,96.1,5,20,Organized,4,10,99.8,5,5,
610123,PENN,Network 5,4.3,Level 1+,Good Standing,99,98,5,18.75,87,97,4,18.75,62.7,98,4,10,98,98,5,1.25,,,,,,,,,,,,,86,97,5,1.25,,,,,,,,,,,,,45,98,3,5,26,97,2,5,3,95,1,2.5,4,95,1,2.5,97.1,5,20,Well Organized,5,10,99.8,5,5,
610124,WASHINGTON H ES,Network 12,2.7,Level 2,Provisional Support,44,100,3,18.75,32,100,2,18.75,49.9,100,2,10,44,100,3,1.25,,,,,,,,,,,,,31,100,3,1.25,,,,,,,,,,,,,19,100,2,5,15,100,2,5,22,100,2,2.5,5,100,1,2.5,95,4,20,Partially Organized,2,10,99.9,5,5,
610125,RUIZ,Network 7,4.2,Level 1+,Good Standing,91,100,5,16.25,91,100,5,16.25,67,100,4,10,,,,,90,100,5,1.25,82,100,5,1.25,90,100,5,1.25,,,,,91,100,5,1.25,81,100,5,1.25,99,100,5,1.25,59,100,3,5,59,100,3,5,34,100,2,2.5,29,100,2,2.5,94.4,3,20,Well Organized,5,10,99.9,5,5,
610126,PERSHING,Network 9,3.5,Level 1,Good Standing,66,100,3,17.5,52,100,3,17.5,54.9,100,3,10,66,100,4,1.25,,,,,,,,,19,100,2,1.25,50,100,4,1.25,,,,,,,,,48,100,3,1.25,55,100,3,5,36,100,2,5,63,100,3,2.5,62,100,3,2.5,95.6,4,20,Well Organized,5,10,99.8,5,5,
610127,PETERSON,Network 1,4.2,Level 1+,Good Standing,68,100,3,16.25,73,100,4,16.25,62.5,100,4,10,,,,,75,100,5,1.25,42,100,3,1.25,48,100,3,1.25,,,,,45,100,3,1.25,85,100,5,1.25,83,100,5,1.25,81,100,4,5,78,100,4,5,76,100,4,2.5,54,100,3,2.5,96,5,20,Well Organized,5,10,99.7,5,5,
610128,GARVEY,Network 13,2.2,Level 2,Provisional Support,4,100,1,18.75,1,100,1,18.75,28.4,100,1,10,4,100,1,1.25,,,,,,,,,,,,,1,100,1,1.25,,,,,,,,,,,,,43,100,3,5,15,100,2,5,18,100,2,2.5,16,100,2,2.5,94.7,3,20,Well Organized,5,10,99.6,5,5,
610129,PICKARD,ISP,4.6,Level 1+,Good Standing,71,100,4,17.5,97,100,5,17.5,67.2,100,4,10,,,,,70,100,5,1.25,85,100,5,1.25,,,,,,,,,97,100,5,1.25,97,100,5,1.25,,,,,76,100,4,5,94,100,5,5,32,100,2,2.5,65,100,3,2.5,97.2,5,20,Well Organized,5,10,100,5,5,
610130,PIRIE,Network 12,3.2,Level 2+,Good Standing,82,100,4,18.75,24,100,2,18.75,53.6,100,3,10,82,100,5,1.25,,,,,,,,,,,,,23,100,2,1.25,,,,,,,,,,,,,52,100,3,5,26,100,2,5,31,100,2,2.5,22,100,2,2.5,94.8,3,20,Well Organized,5,10,99.2,5,5,
610131,PLAMONDON,Network 5,3.8,Level 1,Good Standing,70,100,4,18.75,22,100,2,18.75,53.8,100,3,10,,,,,58,100,4,1.25,,,,,,,,,,,,,9,100,1,1.25,,,,,,,,,72,100,4,5,50,100,3,5,70,100,4,2.5,51,100,3,2.5,96,5,20,Well Organized,5,10,100,5,5,
610132,POE,Network 13,3.6,Level 1+,Good Standing,36,100,2,18.75,35,100,2,18.75,57,100,3,10,32,100,3,1.25,,,,,,,,,,,,,34,100,3,1.25,,,,,,,,,,,,,99,100,5,5,99,100,5,5,99,100,5,2.5,99,100,5,2.5,98,5,20,Well Organized,5,10,100,5,5,
610133,WARD L,Network 5,3.8,Level 1,Good Standing,71,100,4,17.5,81,100,4,17.5,59.8,100,3,10,75,100,5,1.25,,,,,,,,,81,100,5,1.25,80,100,5,1.25,,,,,,,,,76,100,5,1.25,16,100,2,5,15,100,2,5,3,100,1,2.5,4,100,1,2.5,95.2,4,20,Well Organized,5,10,99.8,5,5,
610135,PORTAGE PARK,Network 1,3.6,Level 1,Good Standing,54,100,3,17.5,52,100,3,17.5,54.1,100,3,10,,,,,58,100,4,1.25,,,,,27,100,2,1.25,,,,,53,100,4,1.25,,,,,11,100,2,1.25,71,100,4,5,50,100,3,5,55,99,3,2.5,44,99,3,2.5,95.2,4,20,Well Organized,5,10,99.8,5,5,
610136,PRESCOTT,Network 4,4.4,Level 1+,Good Standing,73,100,4,16.25,73,100,4,16.25,64.7,100,4,10,52,100,4,1.25,75,100,5,1.25,,,,,34,100,3,1.25,82,100,5,1.25,63,100,4,1.25,,,,,65,100,4,1.25,89,100,4,5,87,100,4,5,92,100,5,2.5,96,100,5,2.5,96.1,5,20,Well Organized,5,10,99.8,5,5,
610137,PRUSSING,Network 1,3.6,Level 1,Good Standing,56,100,3,16.25,48,100,3,16.25,57.6,100,3,10,,,,,42,100,3,1.25,71,100,5,1.25,58,100,4,1.25,,,,,45,100,3,1.25,42,100,3,1.25,66,100,4,1.25,83,100,4,5,82,100,4,5,88,100,4,2.5,79,100,4,2.5,95,4,20,Organized,4,10,99.9,5,5,
610138,PULASKI,Network 6,4.1,Level 1+,Good Standing,66,100,3,17.5,77,100,4,17.5,63,100,4,10,,,,,64,100,4,1.25,60,100,4,1.25,,,,,,,,,69,100,4,1.25,75,100,5,1.25,,,,,89,100,4,5,89,100,4,5,81,100,4,2.5,66,100,3,2.5,96,5,20,Organized,4,10,99.7,5,5,
610139,PULLMAN,Network 13,3,Level 2+,Good Standing,34,100,2,16.25,28,100,2,16.25,48.1,100,2,10,32,100,3,1.25,40,100,3,1.25,,,,,19,100,2,1.25,22,100,2,1.25,78,100,5,1.25,,,,,91,100,5,1.25,66,100,3,5,44,100,3,5,70,100,4,2.5,69,100,3,2.5,95.2,4,20,Organized,4,10,99.6,5,5,
610141,RAVENSWOOD,ISP,4.9,Level 1+,Good Standing,97,100,5,16.25,94,100,5,16.25,73.4,100,5,10,85,100,5,1.25,98,100,5,1.25,,,,,66,100,4,1.25,76,100,5,1.25,90,100,5,1.25,,,,,75,100,5,1.25,95,100,5,5,92,100,5,5,84,100,4,2.5,53,100,3,2.5,96,5,20,Well Organized,5,10,99.9,5,5,
610142,RAY,Network 9,3.4,Level 2+,Good Standing,32,99,2,17.5,69,99,3,17.5,54.8,99,3,10,22,100,2,1.25,,,,,,,,,5,99,1,1.25,63,100,4,1.25,,,,,,,,,42,99,3,1.25,63,99,3,5,66,99,3,5,82,97,4,2.5,76,97,4,2.5,95.8,4,20,Well Organized,5,10,99.7,5,5,
610143,REAVIS,Network 9,3.3,Level 2+,Good Standing,21,100,2,18.75,63,100,3,18.75,52,100,3,10,22,100,2,1.25,,,,,,,,,,,,,63,100,4,1.25,,,,,,,,,,,,,41,100,3,5,46,100,3,5,26,100,2,2.5,49,100,3,2.5,95,4,20,Well Organized,5,10,99.6,5,5,
610144,REILLY,Network 4,3.9,Level 1,Good Standing,78,100,4,16.25,85,100,4,16.25,62.9,100,4,10,,,,,81,100,5,1.25,82,100,5,1.25,46,100,3,1.25,,,,,85,100,5,1.25,52,100,4,1.25,75,100,5,1.25,58,100,3,5,48,100,3,5,41,100,3,2.5,51,100,3,2.5,96.1,5,20,Partially Organized,2,10,99.9,5,5,
610145,REINBERG,Network 1,2.8,Level 2+,Good Standing,27,100,2,16.25,37,100,2,16.25,48.3,100,2,10,,,,,32,100,3,1.25,58,100,4,1.25,21,100,2,1.25,,,,,34,100,3,1.25,45,100,3,1.25,11,100,2,1.25,65,100,3,5,58,100,3,5,87,99,4,2.5,88,99,4,2.5,95.4,4,20,Partially Organized,2,10,99.7,5,5,
610146,REVERE,Network 12,3.1,Level 2+,Provisional Support,85,100,4,18.75,55,99,3,18.75,53.4,100,3,10,86,100,5,1.25,,,,,,,,,,,,,52,99,4,1.25,,,,,,,,,,,,,50,100,3,5,24,99,2,5,34,100,2,2.5,28,100,2,2.5,94.7,3,20,Partially Organized,2,10,98.8,4,5,
610147,ROGERS,ISP,4,Level 1+,Good Standing,52,100,3,16.25,76,100,4,16.25,60.3,100,4,10,25,100,2,1.25,62,100,4,1.25,58,100,4,1.25,,,,,80,100,5,1.25,53,100,4,1.25,58,100,4,1.25,,,,,89,100,4,5,87,100,4,5,91,100,5,2.5,74,100,4,2.5,95.7,4,20,Well Organized,5,10,99.7,5,5,
610148,CHAVEZ,ISP,4.4,Level 1+,Good Standing,54,100,3,17.5,94,100,5,17.5,66.2,100,4,10,,,,,52,100,4,1.25,42,100,3,1.25,,,,,,,,,93,100,5,1.25,99,100,5,1.25,,,,,73,100,4,5,96,100,5,5,45,100,3,2.5,46,100,3,2.5,96.9,5,20,Well Organized,5,10,100,5,5,
610152,RUGGLES,Network 12,3.9,Level 1,Good Standing,85,100,4,17.5,61,100,3,17.5,54.1,100,3,10,85,100,5,1.25,,,,,,,,,48,100,3,1.25,61,100,4,1.25,,,,,,,,,57,100,4,1.25,74,100,4,5,45,100,3,5,10,100,2,2.5,10,98,2,2.5,96.3,5,20,Well Organized,5,10,99.7,5,5,
610153,RYDER,Network 11,4.7,Level 1+,Good Standing,91,100,5,17.5,95,100,5,17.5,60.8,100,4,10,91,100,5,1.25,,,,,,,,,99,100,5,1.25,95,100,5,1.25,,,,,,,,,99,100,5,1.25,66,100,3,5,57,100,3,5,87,100,4,2.5,87,100,4,2.5,96.7,5,20,Well Organized,5,10,99.7,5,5,
610155,SAUGANASH,ISP,4.8,Level 1+,Good Standing,81,100,4,17.5,96,100,5,17.5,73.7,100,5,10,,,,,66,100,4,1.25,,,,,98,100,5,1.25,,,,,58,100,4,1.25,,,,,37,100,3,1.25,98,100,5,5,99,100,5,5,98,100,5,2.5,98,100,5,2.5,96.4,5,20,Well Organized,5,10,99.9,5,5,
